Filename,MSE,PSNR,SSIM
000.jpg,1.2050526936848958,47.32074323022389,0.9904242541302318
001.jpg,1.2654622395833333,47.10831170192491,0.9921673394752245
002.jpg,1.3306020100911458,46.890321856848054,0.9932969024627275
003.jpg,1.2995808919270833,46.992770436917596,0.9870485423616421
004.jpg,1.2437896728515625,47.18333414309525,0.9964173189076462
005.jpg,1.337005615234375,46.869471296267314,0.9952399439856823
006.jpg,1.3295644124348958,46.89370978743451,0.9970674868574022
007.jpg,1.3333384195963542,46.88139967560797,0.9874014065747883
008.jpg,1.294219970703125,47.010722638678516,0.9922090037856978
009.jpg,1.32318115234375,46.91461054792604,0.989090873517228
010.jpg,1.3259379069010417,46.90557174145801,0.9906382813056619
011.jpg,1.27423095703125,47.0783220894897,0.9954325003830308
012.jpg,1.3318074544270833,46.8863891946029,0.9892303557893761
013.jpg,1.2809855143229167,47.05536142196756,0.994126361936733
014.jpg,1.276580810546875,47.07032049002417,0.9968544148800347
015.jpg,1.2466227213541667,47.17345322646273,0.9941905260358594
016.jpg,1.169830322265625,47.449574866838546,0.9978277266775558
017.jpg,1.313232421875,46.9473876455384,0.995105780341977
018.jpg,1.3293965657552083,46.894258083460585,0.9896624258601117
019.jpg,1.2984670003255208,46.99649444067504,0.9898745259781604
020.jpg,1.311767578125,46.95223468266991,0.9911640511006118
021.jpg,1.2494913736979167,47.1634709869942,0.9904557187048518
022.jpg,1.3159230550130208,46.938498650247865,0.9873355827263149
023.jpg,1.31451416015625,46.943150921108845,0.9932880199566848
024.jpg,1.2653147379557292,47.10881794284287,0.9934329524381876
025.jpg,1.2934773763020833,47.013215238208296,0.9890068614593317
026.jpg,1.1728464762369792,47.43839193498098,0.9916978146236044
027.jpg,1.3329213460286458,46.8827583785582,0.9909935236230765
028.jpg,1.2980499267578125,46.997889638593236,0.9884672045515693
029.jpg,1.2919667561848958,47.018290219698386,0.9951753179799622
030.jpg,1.2208048502604167,47.26434114800724,0.9946561965068934
031.jpg,1.2904815673828125,47.02328555196936,0.9952578484225237
032.jpg,1.3138529459635417,46.94533601679535,0.9887153105465042
033.jpg,1.3282521565755208,46.89799831156763,0.9955559000255007
034.jpg,1.3255615234375,46.90680471371909,0.9943784539429407
035.jpg,1.3330942789713542,46.88219496233394,0.9918797915655532
036.jpg,1.3367411295572917,46.87033050008456,0.9904879673319624
037.jpg,1.3404032389322917,46.85844892280085,0.9908336411911455
038.jpg,1.1769002278645833,47.4234071393313,0.9918332810408298
039.jpg,1.3141021728515625,46.94451227470205,0.9917754225387524
040.jpg,1.2322998046875,47.22363981220008,0.9958189063103839
041.jpg,1.3346201578776042,46.87722680793067,0.9866362998280095
042.jpg,1.30816650390625,46.96417336202618,0.9921250738276738
043.jpg,1.2877298990885417,47.03255581412992,0.9949140128863698
044.jpg,1.2803192138671875,47.057620978314404,0.9937695585153175
045.jpg,1.3318227132161458,46.88633943688525,0.9944737505375943
046.jpg,1.3099110921223958,46.95838541174726,0.993894097329541
047.jpg,1.2688802083333333,47.09659737445782,0.9955059744211807
048.jpg,1.3256785074869792,46.90642145511859,0.9924681868013806
049.jpg,1.327789306640625,46.89951194136215,0.992476390928459
050.jpg,1.33013916015625,46.891832813095505,0.9935918055282132
051.jpg,1.2856496175130208,47.039577359145134,0.9911909570408654
052.jpg,1.2604166666666667,47.12566223591029,0.991690007013797
053.jpg,1.3205108642578125,46.92338382233102,0.9939790283337665
054.jpg,1.3076375325520833,46.96592983414817,0.9957267704471446
055.jpg,1.3147684733072917,46.94231079234436,0.99533346502092
056.jpg,1.3262888590494792,46.90442239341338,0.9950940171000849
057.jpg,1.3264617919921875,46.90385615984873,0.9901391437518168
058.jpg,1.3224894205729167,46.91688154342299,0.996826737039601
059.jpg,1.3353017171223958,46.87500953387254,0.9925909684207473
060.jpg,1.3267059326171875,46.9030568969483,0.9963037043941577
061.jpg,1.3288421630859375,46.896069613936724,0.9900270834674076
062.jpg,1.3193715413411458,46.927132486934305,0.9967272589690923
063.jpg,1.32220458984375,46.91781700449292,0.9950642685795111
